"Signatura";"Cod. Estado";"Estado";"Cod. Categoria";"Categoría";"Nombre";"Cod. Provincia";"Provincia";"Cod. Municipio";"Municipio";"Comarca";"CP";"Dirección";"Cod. Tipo Via";"Tipo Via";"Via";"Número";"Email";"Web";"Cod. Grupo";"Grupo";"Cod. Modalidad";"Modalidad";"Habitaciones";"Plazas";"Cod. Cadena";"Cadena";"Fecha Alta";"Fecha Baja";"Periodo";"Días periodo";
"CV H00540 V";"A";"ALTA";"3";"3 ESTRELLAS";"SAFARI";"46";"VALÈNCIA";"131";"GANDIA";"LA SAFOR";"46730";"CALLE LEGAZPI, 3";"C";"CALLE";"LEGAZPI";"3";"hotel-safari@redestb.es"; ;"H";"HOTEL";"H";"HOTEL";"162";"292";"NCD";"NO PERTENECE A NINGUNA CADENA";"05/05/1967"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00471 V";"A";"ALTA";"3";"3 ESTRELLAS";"SAN LUIS";"46";"VALÈNCIA";"131";"GANDIA";"LA SAFOR";"46730";"PASAJE NEPTUNO, 6";"PS";"PASAJE";"NEPTUNO";"6";"hotelsanluis@hotelsanluis.es";"http://www.hotelsanluis.es";"H";"HOTEL";"H";"HOTEL";"72";"134";"NCD";"NO PERTENECE A NINGUNA CADENA";"27/04/1966"; ;"01/03 - 31/12";"De Lunes a Domingo"
"CV H01462 V";"A";"ALTA";"4";"4 ESTRELLAS";"SENATOR GANDIA SPA HOTEL";"46";"VALÈNCIA";"131";"GANDIA";"LA SAFOR";"46730";"CALLE ATLANTIC, 79";"C";"CALLE";"ATLANTIC";"79";"reservas@senatorhr.com";"https://www.senatorgandiaspahotel.com/es";"H";"HOTEL";"H";"HOTEL";"200";"400";"NCD";"NO PERTENECE A NINGUNA CADENA";"04/06/2021"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00858 V";"A";"ALTA";"3";"3 ESTRELLAS";"TRES ANCLAS";"46";"VALÈNCIA";"131";"GANDIA";"LA SAFOR";"46730";"CALLE VALLDIGNA, 11";"C";"CALLE";"VALLDIGNA";"11";"reservas@hoteltresanclas.com";"http://www.hoteltresanclas.com";"H";"HOTEL";"HA";"HOTEL-APARTAMENTO";"437";"891";"NCD";"NO PERTENECE A NINGUNA CADENA";"22/09/1975"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01350 V";"A";"ALTA";"3";"3 ESTRELLAS";"TU&ME RESORT";"46";"VALÈNCIA";"131";"GANDIA";"LA SAFOR";"46730";"CARRETERA ACEQUIA DEL REI  KM, 1";"CR";"CARRETERA";"ACEQUIA DEL REI  KM";"1";"reservas@wonderwallgandia.com"; ;"H";"HOTEL"; ; ;"52";"104";"NCD";"NO PERTENECE A NINGUNA CADENA";"20/11/2014"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00304 V";"A";"ALTA";"4";"4 ESTRELLAS";"VILLA LUZ";"46";"VALÈNCIA";"131";"GANDIA";"LA SAFOR";"46730";"CALLE CASTILLA LA MANCHA, 24";"C";"CALLE";"CASTILLA LA MANCHA";"24";"jrvillaluz@hoteles-costablanca.com";"https://www.hotelmagicvillaluz.com";"H";"HOTEL";"H";"HOTEL";"174";"575";"HGC";"GRUPO MAGIC COSTABLANCA";"24/05/1973"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01424 V";"A";"ALTA";"1";"1 ESTRELLA";"CASA ROBION";"46";"VALÈNCIA";"136";"GODELLETA";"LA HOYA DE BUÑOL";"46388";"URBANIZACIÓN LOMA CABALLEROS, 7-16ª";"UR";"URBANIZACIÓN";"LOMA CABALLEROS";"7-16ª";"casarabion@gmail.com";"http://www.casarabion.com";"H";"HOTEL";"HA";"HOTEL-APARTAMENTO";"7";"16";"NCD";"NO PERTENECE A NINGUNA CADENA";"18/07/2019"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01137 V";"A";"ALTA";"3";"3 ESTRELLAS";"JALANCE";"46";"VALÈNCIA";"142";"JALANCE";"EL VALLE DE COFRENTES-AYORA";"46624";"CALLE COLON, 41";"C";"CALLE";"COLON";"41";"correo@hotel-del-valle-jalance.net";"http://www.hotel-del-valle-jalance.net";"H";"HOTEL";"H";"HOTEL";"44";"88";"NCD";"NO PERTENECE A NINGUNA CADENA";"07/09/2000"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01391 V";"A";"ALTA"; ; ;"EL MOLINO";"46";"VALÈNCIA";"144";"JARAFUEL";"EL VALLE DE COFRENTES-AYORA";"46623";"CAMINO MOLINO, S/N";"CM";"CAMINO";"MOLINO";"S/N";"rocio.martinez.chicote@gmail.com";"https://www.facebook.com/HostalRteElMolino";"HS";"HOSTAL"; ; ;"6";"12";"NCD";"NO PERTENECE A NINGUNA CADENA";"18/09/2017"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01412 V";"A";"ALTA"; ; ;"BIENVENIDOS ROOMS";"46";"VALÈNCIA";"145";"XÀTIVA";"LA COSTERA";"46800";"CALLE BAJADA ESTACION, 33";"C";"CALLE";"BAJADA ESTACION";"33";"reservas@bienvenidosrooms.com";"http://www.bienvenidosrooms.com";"P";"PENSIÓN"; ; ;"11";"20";"NCD";"NO PERTENECE A NINGUNA CADENA";"13/02/2019"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01419 V";"A";"ALTA"; ; ;"GOMEZ ROOMS";"46";"VALÈNCIA";"145";"XÀTIVA";"LA COSTERA";"46800";"CALLE SAN PASCUAL, 14";"C";"CALLE";"SAN PASCUAL";"14";"ww.gomezrooms@gmail.com";"http://www.gomezrooms.com";"P";"PENSIÓN"; ; ;"5";"10";"NCD";"NO PERTENECE A NINGUNA CADENA";"07/05/2019"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01090 V";"A";"ALTA";"4";"4 ESTRELLAS";"HOTEL RESTAURANTE MONTSANT";"46";"VALÈNCIA";"145";"XÀTIVA";"LA COSTERA";"46800";"CARRETERA SUBIDA AL CASTILLO, S/N";"CR";"CARRETERA";"SUBIDA AL CASTILLO";"S/N";"reservas@mont-sant.com";"http://mont-sant.com";"H";"HOTEL";"H";"HOTEL";"24";"50";"NCD";"NO PERTENECE A NINGUNA CADENA";"16/08/1994"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01345 V";"A";"ALTA";"0";"PENSIÓN";"LA MAGA ROOMS";"46";"VALÈNCIA";"145";"XÀTIVA";"LA COSTERA";"46800";"CALLE ALMAS, 56";"C";"CALLE";"ALMAS";"56";"info@lamagarooms.com";"http://www.lamagarooms.com";"P";"PENSIÓN";"P";"PENSIÓN";"6";"12";"NCD";"NO PERTENECE A NINGUNA CADENA";"22/08/2014"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01358 V";"A";"ALTA";"3";"3 ESTRELLAS";"MURTA";"46";"VALÈNCIA";"145";"XÀTIVA";"LA COSTERA";"46800";"CALLE CATEDRATICO ANGEL LACALLE, S/N";"C";"CALLE";"CATEDRATICO ANGEL LACALLE";"S/N";"reservas@hotelmurta.com";"http://www.hotelmurta.com";"H";"HOTEL";"H";"HOTEL";"30";"62";"NCD";"NO PERTENECE A NINGUNA CADENA";"09/06/2015"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00900 V";"A";"ALTA";"2";"2 ESTRELLAS";"VERNISA";"46";"VALÈNCIA";"145";"XÀTIVA";"LA COSTERA";"46800";"CALLE ACADEMICO MARAVALL, 1";"C";"CALLE";"ACADEMICO MARAVALL";"1";"hvernisa@servidex.com";"http://www.hotelvernisa.com";"H";"HOTEL";"H";"HOTEL";"39";"63";"NCD";"NO PERTENECE A NINGUNA CADENA";"01/06/1984"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01078 V";"A";"ALTA";"1";"1 ESTRELLA";"LES REIXES";"46";"VALÈNCIA";"147";"LLÍRIA";"EL CAMP DE TURIA";"46160";"CALLE LLANO DEL ARCO, 77";"C";"CALLE";"LLANO DEL ARCO";"77"; ; ;"HS";"HOSTAL";"SR";"HOSTAL-RESIDENCIA";"14";"24";"NCD";"NO PERTENECE A NINGUNA CADENA";"09/11/1993"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01260 V";"A";"ALTA";"3";"3 ESTRELLAS";"PUERTA DE LA SERRANIA";"46";"VALÈNCIA";"147";"LLÍRIA";"EL CAMP DE TURIA";"46160";"CARRETERA ADEMUZ, KM 32";"CR";"CARRETERA";"ADEMUZ";"KM 32";"hotel@puertadelaserrania.com"; ;"H";"HOTEL";"H";"HOTEL";"17";"34";"NCD";"NO PERTENECE A NINGUNA CADENA";"26/12/2007"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01158 V";"A";"ALTA";"0";"PENSIÓN";"SIGLO XXI";"46";"VALÈNCIA";"147";"LLÍRIA";"EL CAMP DE TURIA";"46160";"CALLE NUESTRA SEÑORA DE MONTIEL, 34";"C";"CALLE";"NUESTRA SEÑORA DE MONTIEL";"34"; ; ;"P";"PENSIÓN";"P";"PENSIÓN";"6";"8";"NCD";"NO PERTENECE A NINGUNA CADENA";"13/12/2001"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01550 V";"A";"ALTA";"2";"2 ESTRELLAS";"SLEEP TURIA";"46";"VALÈNCIA";"147";"LLÍRIA";"EL CAMP DE TURIA";"46160";"CALLE TRULLS DE CORTINA, 8";"C";"CALLE";"TRULLS DE CORTINA";"8";"hotel@puertadelaserrania.com";"http://www.sleepturia.com";"H";"HOTEL";"H";"HOTEL";"11";"23";"NCD";"NO PERTENECE A NINGUNA CADENA";"07/10/2024"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01488 V";"A";"ALTA";"2";"2 ESTRELLAS";"AVIACION";"46";"VALÈNCIA";"159";"MANISES";"L'HORTA OEST";"46940";"CALLE JUAN DE LA CIERVA, 17";"C";"CALLE";"JUAN DE LA CIERVA";"17";"zhefengzhou6@gmail.com"; ;"H";"HOTEL";"H";"HOTEL";"93";"224";"NCD";"NO PERTENECE A NINGUNA CADENA";"11/10/2022"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01168 V";"A";"ALTA";"1";"1 ESTRELLA";"IBIS BUDGET VALENCIA AEROPUERTO";"46";"VALÈNCIA";"159";"MANISES";"L'HORTA OEST";"46940";"CAMINO DE LA OLIVERETA, 44";"CM";"CAMINO";"DE LA OLIVERETA";"44";"h3202@accor.com";"www.ibishotel.com";"H";"HOTEL";"H";"HOTEL";"79";"158";"ACC";"ACCOR HOTELES ESPAÑA";"11/07/2002"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01270 V";"A";"ALTA";"1";"1 ESTRELLA";"M5 VALENCIA";"46";"VALÈNCIA";"159";"MANISES";"L'HORTA OEST";"46940";"CALLE CAMP DE MORVEDRE (POL. IND. LA COVA), S/N";"C";"CALLE";"CAMP DE MORVEDRE (POL. IND. LA COVA)";"S/N"; ; ;"H";"HOTEL";"H";"HOTEL";"31";"60";"NCD";"NO PERTENECE A NINGUNA CADENA";"30/09/2008"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01101 V";"A";"ALTA";"1";"1 ESTRELLA";"MANISES";"46";"VALÈNCIA";"159";"MANISES";"L'HORTA OEST";"46940";"AVENIDA GENERALITAT VALENCIANA, 22";"AV";"AVENIDA";"GENERALITAT VALENCIANA";"22";"manises91@gmail.com"; ;"H";"HOTEL";"H";"HOTEL";"43";"82";"NCD";"NO PERTENECE A NINGUNA CADENA";"08/02/1996"; ;"01/03 - 31/12";"De Lunes a Domingo"
"CV H00835 V";"A";"ALTA";"4";"4 ESTRELLAS";"PORT AZAFATA VALENCIA";"46";"VALÈNCIA";"159";"MANISES";"L'HORTA OEST";"46940";"CUESTA AEROPUERTO, 15"; ; ;"CUESTA AEROPUERTO";"15";"portazafata@porthotels.es";"https://www.porthotels.es/contacto.html";"H";"HOTEL";"H";"HOTEL";"128";"254";"SOL";"MELIÁ HOTELS INTERNATIONAL";"01/07/1975"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01323 V";"A";"ALTA";"1";"1 ESTRELLA";"TRAVELODGE VALENCIA AEROPUERTO";"46";"VALÈNCIA";"159";"MANISES";"L'HORTA OEST";"46940";"CALLE LAS ROSAS, 31";"C";"CALLE";"LAS ROSAS";"31";"travelodge.valencia@travelodge.co.uk"; ;"H";"HOTEL";"H";"HOTEL";"116";"232";"NCD";"NO PERTENECE A NINGUNA CADENA";"29/09/2011"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01195 V";"A";"ALTA";"3";"3 ESTRELLAS";"FLORAZAR";"46";"VALÈNCIA";"163";"MASSALFASSAR";"L'HORTA NORD";"46560";"CARRETERA GOMBALDA, S/N";"CR";"CARRETERA";"GOMBALDA";"S/N";"florazar@sh-hoteles.com";"http://www.sh-hoteles.com";"H";"HOTEL";"H";"HOTEL";"136";"272";"SH";"SH HOTELES";"14/04/2004"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01232 V";"A";"ALTA";"3";"3 ESTRELLAS";"PLAYA MIRAMAR";"46";"VALÈNCIA";"168";"MIRAMAR";"LA SAFOR";"46711";"CALLE CABILONA, 5";"C";"CALLE";"CABILONA";"5"; ; ;"H";"HOTEL";"H";"HOTEL";"102";"204";"NCD";"NO PERTENECE A NINGUNA CADENA";"13/03/2006"; ; ; 
"CV H01446 V";"A";"ALTA";"1";"1 ESTRELLA";"LOOB";"46";"VALÈNCIA";"169";"MISLATA";"L'HORTA OEST";"46920";"CALLE LA COSTERA, 2";"C";"CALLE";"LA COSTERA";"2";"www.loob.es"; ;"H";"HOTEL";"H";"HOTEL";"54";"108";"NCD";"NO PERTENECE A NINGUNA CADENA";"07/07/2020"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01449 V";"A";"ALTA"; ; ;"LA BATUTA";"46";"VALÈNCIA";"170";"MOGENTE/MOIXENT";"LA COSTERA";"46640";"AVENIDA GUERRER DE MOIXENT, 10";"AV";"AVENIDA";"GUERRER DE MOIXENT";"10";"vicentemollacolomer@gmail.com";"http://hostallabatuta.es";"HS";"HOSTAL"; ; ;"4";"8";"NCD";"NO PERTENECE A NINGUNA CADENA";"18/11/2020"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01335 V";"A";"ALTA";"1";"1 ESTRELLA";"MAKASA";"46";"VALÈNCIA";"170";"MOGENTE/MOIXENT";"LA COSTERA";"46640";"CALLE GREGAL, 1. POL. IND. JAUME I";"C";"CALLE";"GREGAL, 1. POL. IND. JAUME I"; ;"reservas@hotelmakasa.com";"http://www.hotelmakasa.com";"H";"HOTEL";"H";"HOTEL";"5";"10";"NCD";"NO PERTENECE A NINGUNA CADENA";"09/09/2013"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01301 V";"A";"ALTA";"0";"PENSIÓN";"EL CONVENT DE MONCADA";"46";"VALÈNCIA";"171";"MONCADA";"L'HORTA NORD";"46113";"CALLE SALVADOR GINER, 1";"C";"CALLE";"SALVADOR GINER";"1";"informacion@elconventdemoncada.com";"http://www.elconventdemoncada.com";"P";"PENSIÓN";"P";"PENSIÓN";"14";"25";"NCD";"NO PERTENECE A NINGUNA CADENA";"27/04/2010"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01589 V";"A";"ALTA";"4";"4 ESTRELLAS";"SH CAMPUS LYCEUM";"46";"VALÈNCIA";"171";"MONCADA";"L'HORTA NORD";"46113";"CALLE ALMANSA, 15";"C";"CALLE";"ALMANSA";"15";"rodrigo.sanchez@sh-hoteles.com";"http://www.sh-hoteles.com";"H";"HOTEL"; ; ;"73";"140";"NCD";"NO PERTENECE A NINGUNA CADENA";"21/05/2025"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01316 V";"A";"ALTA";"4";"4 ESTRELLAS";"MASIA DEL LACY";"46";"VALÈNCIA";"177";"MUSEROS";"L'HORTA NORD";"46136";"CARRETERA CV-32  MASSAMAGRELL - NAQUERA,  KM 8, KM 8";"CR";"CARRETERA";"CV-32  MASSAMAGRELL - NAQUERA,  KM 8";"KM 8"; ;"http://www.masiadelacy.com";"H";"HOTEL";"H";"HOTEL";"19";"38";"NCD";"NO PERTENECE A NINGUNA CADENA";"10/11/2010"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01597 V";"A";"ALTA"; ; ;"AGORA";"46";"VALÈNCIA";"180";"NOVELÉ/NOVETLÈ";"LA COSTERA";"46819";"CALLE JOAN FUSTER, 4";"C";"CALLE";"JOAN FUSTER";"4";"info@hostalagora.com";"http://www.hostalagora.com";"HS";"HOSTAL"; ; ;"14";"24";"NCD";"NO PERTENECE A NINGUNA CADENA";"28/05/2025"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00822 V";"A";"ALTA";"1";"1 ESTRELLA";"AZAHAR";"46";"VALÈNCIA";"181";"OLIVA";"LA SAFOR";"46780";"CALLE AUSIAS MARCH, 16";"C";"CALLE";"AUSIAS MARCH";"16";"hotelazahar@hotmail.com";"http://www.azaharhotel.es";"H";"HOTEL";"H";"HOTEL";"15";"28";"NCD";"NO PERTENECE A NINGUNA CADENA";"12/09/1974"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01227 V";"A";"ALTA";"3";"3 ESTRELLAS";"FONT SALADA";"46";"VALÈNCIA";"181";"OLIVA";"LA SAFOR";"46780";"CAMINO SANT PERE, S/N";"CM";"CAMINO";"SANT PERE";"S/N";"info@fontsalada.com";"http://www.fontsalada.com/";"H";"HOTEL";"H";"HOTEL";"14";"28";"NCD";"NO PERTENECE A NINGUNA CADENA";"26/07/2005"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01189 V";"A";"ALTA";"0";"PENSIÓN";"OLIVA";"46";"VALÈNCIA";"181";"OLIVA";"LA SAFOR";"46780";"CALLE SAN LUIS, 35";"C";"CALLE";"SAN LUIS";"35";"info@pesionoliva.com";"http://www.hotelitooliva.com/";"P";"PENSIÓN";"P";"PENSIÓN";"6";"12";"NCD";"NO PERTENECE A NINGUNA CADENA";"30/12/2003"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01095 V";"A";"ALTA";"4";"4 ESTRELLAS";"OLIVA NOVA GOLF BEACH & GOLF HOTEL";"46";"VALÈNCIA";"181";"OLIVA";"LA SAFOR";"46780";"AVENIDA DALÍ, 4";"AV";"AVENIDA";"DALÍ";"4";"hotel@olivanova.com";"https://www.olivanova.com";"H";"HOTEL";"H";"HOTEL";"198";"418";"NCD";"NO PERTENECE A NINGUNA CADENA";"27/01/1995"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00509 V";"A";"ALTA";"1";"1 ESTRELLA";"TROPICAL";"46";"VALÈNCIA";"181";"OLIVA";"LA SAFOR";"46780";"PASEO FRANCISCO BRINES, 9";"PA";"PASEO";"FRANCISCO BRINES";"9";"info@hostaltropical.com";"http://www.hostaltropical.com";"HS";"HOSTAL";"SR";"HOSTAL-RESIDENCIA";"26";"54";"NCD";"NO PERTENECE A NINGUNA CADENA";"02/11/1966"; ;"15/06 - 14/09";"De Lunes a Domingo"
"CV H01115 V";"A";"ALTA";"2";"2 ESTRELLAS";"L'ARQUET";"46";"VALÈNCIA";"182";"OLOCAU";"EL CAMP DE TURIA";"46169";"AVENIDA FONT DE FRARE, 4";"AV";"AVENIDA";"FONT DE FRARE";"4"; ; ;"HS";"HOSTAL";"HS";"HOSTAL";"6";"10";"NCD";"NO PERTENECE A NINGUNA CADENA";"08/01/1998"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01187 V";"A";"ALTA";"3";"3 ESTRELLAS";"GASAQUI";"46";"VALÈNCIA";"183";"L'OLLERIA";"LA VALL D'ALBAIDA";"46850";"CARRETERA CV-40, KM. 14";"CR";"CARRETERA";"CV-40, KM. 14"; ;"info@complejogasaqui.com";"WWW.complejogasaqui.com";"H";"HOTEL";"H";"HOTEL";"48";"100";"NCD";"NO PERTENECE A NINGUNA CADENA";"19/11/2003"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00855 V";"A";"ALTA";"0";"PENSIÓN";"HABITACIONS CASA ROBERTO";"46";"VALÈNCIA";"184";"ONTINYENT";"LA VALL D'ALBAIDA";"46870";"AVENIDA ALMANSA, 3";"AV";"AVENIDA";"ALMANSA";"3";"contacte@habitacionscasaroberto.com";"http://www.habitacionscasaroberto.com";"P";"PENSIÓN";"P";"PENSIÓN";"10";"18";"NCD";"NO PERTENECE A NINGUNA CADENA";"03/06/1976"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01202 V";"A";"ALTA";"4";"4 ESTRELLAS";"KAZAR";"46";"VALÈNCIA";"184";"ONTINYENT";"LA VALL D'ALBAIDA";"46870";"AVENIDA DOS DE MAYO, 117";"AV";"AVENIDA";"DOS DE MAYO";"117";"info@hotelkazar.com";"https://hotelkazar.es";"H";"HOTEL";"H";"HOTEL";"39";"78";"NCD";"NO PERTENECE A NINGUNA CADENA";"15/07/2004"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00764 V";"A";"ALTA";"0";"PENSIÓN";"MONTERREY";"46";"VALÈNCIA";"184";"ONTINYENT";"LA VALL D'ALBAIDA";"46870";"AVENIDA ALMANSA, 23";"AV";"AVENIDA";"ALMANSA";"23"; ; ;"P";"PENSIÓN";"P";"PENSIÓN";"17";"31";"NCD";"NO PERTENECE A NINGUNA CADENA";"19/06/1973"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01235 V";"A";"ALTA";"2";"2 ESTRELLAS";"CA LES SENYORETES";"46";"VALÈNCIA";"185";"OTOS";"LA VALL D'ALBAIDA";"46844";"CALLE SANTO CRISTO, 1";"C";"CALLE";"SANTO CRISTO";"1"; ; ;"H";"HOTEL";"H";"HOTEL";"5";"12";"NCD";"NO PERTENECE A NINGUNA CADENA";"28/04/2006"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01120 V";"A";"ALTA";"1";"1 ESTRELLA";"BONAVISTA";"46";"VALÈNCIA";"186";"PAIPORTA";"L'HORTA SUD";"46200";"CALLE JUAN XXIII, 2";"C";"CALLE";"JUAN XXIII";"2"; ; ;"HS";"HOSTAL";"HS";"HOSTAL";"12";"24";"NCD";"NO PERTENECE A NINGUNA CADENA";"05/05/1999"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01594 V";"A";"ALTA";"2";"2 ESTRELLAS";"BOUTIQUE ROOM PAIPORTA COLLECTION";"46";"VALÈNCIA";"186";"PAIPORTA";"L'HORTA SUD";"46200";"CALLE POLONIA, 3 BJ DCHA";"C";"CALLE";"POLONIA";"3 BJ DCHA";"boutiqueinmobiliaria1@gmail.com";"http://www.boutiqueroom.es";"H";"HOTEL";"HA";"HOTEL-APARTAMENTO";"5";"10";"NCD";"NO PERTENECE A NINGUNA CADENA";"16/05/2025"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01593 V";"A";"ALTA";"2";"2 ESTRELLAS";"BOUTIQUE ROOM PAIPORTA PLAZA";"46";"VALÈNCIA";"186";"PAIPORTA";"L'HORTA SUD";"46200";"CALLE PAISES BAJOS, 25 BJ";"C";"CALLE";"PAISES BAJOS";"25 BJ";"boutiqueinmobiliaria1@gmail.com";"http://www.boutiqueroom.es";"H";"HOTEL";"HA";"HOTEL-APARTAMENTO";"3";"6";"NCD";"NO PERTENECE A NINGUNA CADENA";"23/05/2025"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01264 V";"A";"ALTA";"4";"4 ESTRELLAS";"AZZ VALENCIA TACTICA";"46";"VALÈNCIA";"190";"PATERNA";"L'HORTA OEST";"46980";"CALLE BOTIGUERS, 1";"C";"CALLE";"BOTIGUERS";"1"; ; ;"H";"HOTEL";"H";"HOTEL";"102";"206";"NCD";"NO PERTENECE A NINGUNA CADENA";"13/03/2008"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01276 V";"A";"ALTA";"2";"2 ESTRELLAS";"B&B VALENCIA AEROPUERTO";"46";"VALÈNCIA";"190";"PATERNA";"L'HORTA OEST";"46980";"CALLE  CIUTAT DE LLIRIA, 4, POLÍGONO EMPRESARIAL TÁCTICA, 4";"C";"CALLE";"CIUTAT DE LLIRIA, 4, POLÍGONO EMPRESARIAL TÁCTICA";"4";"hotel.valenciaaeropuerto@hotelbb.com";"http://www.hotel-bb.com";"H";"HOTEL";"H";"HOTEL";"98";"196";"NCD";"NO PERTENECE A NINGUNA CADENA";"12/12/2008"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01194 V";"A";"ALTA";"2";"2 ESTRELLAS";"CRUZ DE GRACIA";"46";"VALÈNCIA";"190";"PATERNA";"L'HORTA OEST";"46980";"CALLE CIRERERS (URB. CRUZ DE GRACIA), 12";"C";"CALLE";"CIRERERS (URB. CRUZ DE GRACIA)";"12";"correo@hotelcuzdegracia.com";"http://www.hotelcruzdegracia.com";"H";"HOTEL";"H";"HOTEL";"6";"12";"NCD";"NO PERTENECE A NINGUNA CADENA";"16/03/2004"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00632 V";"A";"ALTA";"1";"1 ESTRELLA";"DOS DE MAYO";"46";"VALÈNCIA";"190";"PATERNA";"L'HORTA OEST";"46980";"CALLE VIRGEN DEL PILAR, 9";"C";"CALLE";"VIRGEN DEL PILAR";"9"; ; ;"HS";"HOSTAL";"HS";"HOSTAL";"11";"17";"NCD";"NO PERTENECE A NINGUNA CADENA";"12/08/1969"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01188 V";"A";"ALTA";"4";"4 ESTRELLAS";"MAS CAMARENA";"46";"VALÈNCIA";"190";"PATERNA";"L'HORTA OEST";"46980";"CALLE NICOLAS COPERNICO, 2";"C";"CALLE";"NICOLAS COPERNICO";"2";"reservas@hotelcamarena.com";"http://www.hotelmascamarena.com";"H";"HOTEL";"H";"HOTEL";"140";"271"; ; ;"27/11/2003"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01177 V";"A";"ALTA"; ; ;"MITRE PATERNA";"46";"VALÈNCIA";"190";"PATERNA";"L'HORTA OEST";"46980";"CALLE PEREZ GALDOS, 12";"C";"CALLE";"PEREZ GALDOS";"12"; ; ;"HS";"HOSTAL";"HS";"HOSTAL";"19";"36";"NCD";"NO PERTENECE A NINGUNA CADENA";"20/02/2003"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01499 V";"A";"ALTA"; ; ;"ORANGE VIBES INN";"46";"VALÈNCIA";"190";"PATERNA";"L'HORTA OEST";"46980";"CALLE DOCTOR MACHI, 2";"C";"CALLE";"DOCTOR MACHI";"2";"s.agrba@gmail.com"; ;"P";"PENSIÓN"; ; ;"8";"14";"NCD";"NO PERTENECE A NINGUNA CADENA";"26/04/2023"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00796 V";"A";"ALTA";"1";"1 ESTRELLA";"PILARICA, LA";"46";"VALÈNCIA";"190";"PATERNA";"L'HORTA OEST";"46980";"CALLE VIRGEN DEL PILAR, 13";"C";"CALLE";"VIRGEN DEL PILAR";"13";"lapilarica-hostal@hotmail.com"; ;"HS";"HOSTAL";"SR";"HOSTAL-RESIDENCIA";"17";"27";"NCD";"NO PERTENECE A NINGUNA CADENA";"10/09/1974"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
